time, velFL, velFR, velBL, velBR
0, 0, 0, 0, 0
0.0200171, 0, 0, 0, 0
0.040005, 0, 0, 0, 0
0.0599911, 0, 0, 0, 0
0.0800152, 0, 0, 0, 0
0.100029, 0, 0, 0, 0
0.120011, 0, 0, 0, 0
0.140019, 0, 0, 0, 0
0.160025, 0, 0, 0, 0
0.179988, 0, 0, 0, 0
0.19997, 0, 0, 0, 0
0.22002, 0, 0, 0, 0
0.24002, 0, 0, 0, 0
0.260005, 0, 0, 0, 0
0.280029, 0, 0, 0, 0
0.300019, 0, 0, 0, 0
0.320091, 0, 0, 0, 0
0.340003, 0, 0, 0, 0
0.359995, 0, 0, 0, 0
0.380018, 0, 0, 0, 0
0.400155, 0, 0, 0, 0
0.420032, 0, 0, 0, 0
0.439994, 0, 0, 0, 0
0.459986, 0, 0, 0, 0
0.479994, 0, 0, 0, 0
0.500046, 0, 0, 0, 0
0.520156, 0, 0, 0, 0
0.540038, 0, 0, 0, 0
0.560014, 0, 0, 0, 0
0.58003, 0, 0, 0, 0
0.600138, 0, 0, 0, 0
0.620035, 0, 0, 0, 0
0.640011, 0, 0, 0, 0
0.659993, 0, 0, 0, 0
0.680008, 0, 0, 0, 0
0.699991, 0, 0, 0, 0
0.719994, 0, 0, 0, 0
0.740002, 0, 0, 0, 0
0.760007, 0, 0, 0, 0
0.779996, 0, 0, 0, 0
0.80003, 0, 0, 0, 0
0.820019, 0, 0, 0, 0
0.840045, 0, 0, 0, 0
0.860145, 0, 0, 0, 0
0.880056, 0, 0, 0, 0
0.900206, 0, 0, 0, 0
0.920244, 0, 0, 0, 0
0.940039, 0, 0, 0, 0
0.960057, 0, 0, 0, 0
0.980022, 0, 0, 0, 0
1.00004, 0, 0, 0, 0
1.02001, 0, 0, 0, 0
1.04, 0, 0, 0, 0
1.06, 0, 0, 0, 0
1.0801, 0, 0, 0, 0
1.10006, 0, 0, 0, 0
1.12007, 0, 0, 0, 0
1.13997, 0, 0, 0, 0
1.16, 0, 0, 0, 0
1.18, 0, 0, 0, 0
1.20001, 0, 0, 0, 0
1.22011, 0, 0, 0, 0
1.24003, 0, 0, 0, 0
1.25999, 0, 0, 0, 0
1.28003, 0, 0, 0, 0
1.30005, 0, 0, 0, 0
1.32003, 0, 0, 0, 0
1.3401, 0, 0, 0, 0
1.36, 0, 0, 0, 0
1.38007, 0, 0, 0, 0
1.4, 0, 0, 0, 0
1.42001, 0, 0, 0, 0
1.44, 0, 0, 0, 0
1.4601, 0, 0, 0, 0
1.48012, 0, 0, 0, 0
1.50009, 0, 0, 0, 0
1.52005, 0, 0, 0, 0
1.54005, 0, 0, 0, 0
1.56043, 0, 0, 0, 0
1.58021, 0, 0, 0, 0
1.60008, 0, 0, 0, 0
1.62007, 0, 0, 0, 0
1.64007, 0, 0, 0, 0
1.66009, 0, 0, 0, 0
1.68008, 0, 0, 0, 0
1.7001, 0, 0, 0, 0
1.72011, 0, 0, 0, 0
1.74006, 0, 0, 0, 0
1.76008, 0, 0, 0, 0
1.78009, 0, 0, 0, 0
1.8001, 0, 0, 0, 0
1.82007, 0, 0, 0, 0
1.84027, 0, 0, 0, 0
1.86014, 0, 0, 0, 0
1.88011, 0, 0, 0, 0
1.90006, 0, 0, 0, 0
1.92011, 0, 0, 0, 0
1.9401, 0, 0, 0, 0
1.96042, 0, 0, 0, 0
1.98003, 0, 0, 0, 0
2.00004, 0, 0, 0, 0
2.02003, 0, 0, 0, 0
2.04011, 0, 0, 0, 0
2.06007, 0, 0, 0, 0
2.08, 0, 0, 0, 0
2.1, 0, 0, 0, 0
2.12003, 0, 0, 0, 0
2.14001, 0, 0, 0, 0
2.15999, 0, 0, 0, 0
2.18002, 0, 0, 0, 0
2.20002, 0, 0, 0, 0
2.22001, 0, 0, 0, 0
2.24, 0, 0, 0, 0
2.26, 0, 0, 0, 0
2.28001, 0, 0, 0, 0
2.30003, 0, 0, 0, 0
2.32011, 0, 0, 0, 0
2.34002, 0, 0, 0, 0
2.36002, 0, 0, 0, 0
2.38003, 0, 0, 0, 0
2.4001, 0, 0, 0, 0
2.42006, 0, 0, 0, 0
2.44006, 0, 0, 0, 0
2.46001, 0, 0, 0, 0
2.48, 0, 0, 0, 0
2.5, 0, 0, 0, 0
2.52, 0, 0, 0, 0
2.54, 0, 0, 0, 0
2.55999, 0, 0, 0, 0
2.58003, 0, 0, 0, 0
2.59997, 0, 0, 0, 0
2.61998, 0, 0, 0, 0
2.63998, 0, 0, 0, 0
2.66006, 0, 0, 0, 0
2.68012, 0, 0, 0, 0
2.70007, 0, 0, 0, 0
2.72, 0, 0, 0, 0
2.74007, 0, 0, 0, 0
2.76003, 0, 0, 0, 0
2.77998, 0, 0, 0, 0
2.8, 0, 0, 0, 0
2.81999, 0, 0, 0, 0
2.84004, 0, 0, 0, 0
2.86006, 0, 0, 0, 0
2.88001, 0, 0, 0, 0
2.90003, 0, 0, 0, 0
2.92, 0, 0, 0, 0
2.94004, 0, 0, 0, 0
2.96003, 0, 0, 0, 0
2.98005, 0, 0, 0, 0
3, 0, 0, 0, 0
3.02004, 0, 0, 0, 0
3.04001, 0, 0, 0, 0
3.06002, 0, 0, 0, 0
3.08012, 0, 0, 0, 0
3.10007, 0, 0, 0, 0
3.12, 0, 0, 0, 0
3.14003, 0, 0, 0, 0
3.16, 0, 0, 0, 0
3.18003, 0, 0, 0, 0
3.2, 0, 0, 0, 0
3.22001, 0, 0, 0, 0
3.23999, 0, 0, 0, 0
3.26002, 0, 0, 0, 0
3.27999, 0, 0, 0, 0
3.30001, 0, 0, 0, 0.466409
3.32006, 0, 0, 0, 0.466409
3.34006, 0, 0, 0, 0.466409
3.36, 0, 0, 0, 0.466409
3.38003, 0, 0, 0, 0.466409
3.40001, 0, 0, 0, 0.466409
3.42, 0, 0, 0, 0.466409
3.44, 0, 0, 0, 0.466409
3.45998, 0, 0, 0, 0.466409
3.48, 0, 0, 0, 0.466409
3.5, 0, 0, 0, 0.466409
3.51999, 0, 0, 0, 0.466409
3.54004, 0, 0.466337, 0.466337, 0
3.56, 0, 0.466337, 0.466337, 0
3.58006, 0, 0.466337, 0.466337, 0
3.6, 0, 0.466337, 0.466337, 0
3.62001, 0, 0.466337, 0.466337, 0
3.64002, 0, 0.466337, 0.466337, 0
3.66006, 0, 0.466337, 0.466337, 0
3.68004, 0, 0.466337, 0.466337, 0
3.7001, 0, 0.466337, 0.466337, 0
3.72007, 0, 0.466337, 0.466337, 0
3.74011, 0, 0.466337, 0.466337, 0
3.76003, 0, 0.466337, 0.466337, 0
3.78004, 0, 0.466337, 0.466337, 0
3.80001, 0.468111, 0, 0, 0.468111
3.82003, 0.468111, 0, 0, 0.468111
3.84007, 0.468111, 0, 0, 0.468111
3.86013, 0.468111, 0, 0, 0.468111
3.88006, 0.468111, 0, 0, 0.468111
3.90001, 0.468111, 0, 0, 0.468111
3.92, 0.468111, 0, 0, 0.468111
3.94002, 0.468111, 0, 0, 0.468111
3.96011, 0.468111, 0, 0, 0.468111
3.98009, 0.468111, 0, 0, 0.468111
4.00001, 0.468111, 0, 0, 0.468111
4.02001, 0.468111, 0, 0, 0.468111
4.04, 0.468111, 0, 0, 0.468111
4.06, 0.233188, 0.466376, 0, 0
4.07999, 0.233188, 0.466376, 0, 0
4.1, 0.233188, 0.466376, 0, 0
4.12001, 0.233188, 0.466376, 0, 0
4.14013, 0.233188, 0.466376, 0, 0
4.16002, 0.233188, 0.466376, 0, 0
4.17999, 0.233188, 0.466376, 0, 0
4.19999, 0.233188, 0.466376, 0, 0
4.22, 0.233188, 0.466376, 0, 0
4.23999, 0.233188, 0.466376, 0, 0
4.25995, 0.233188, 0.466376, 0, 0
4.28, 0.233188, 0.466376, 0, 0
4.30003, 0.233188, 0.466376, 0, 0
4.32, 0.233166, 0.466332, 0.233166, 0.466332
4.33999, 0.233166, 0.466332, 0.233166, 0.466332
4.36, 0.233166, 0.466332, 0.233166, 0.466332
4.37999, 0.233166, 0.466332, 0.233166, 0.466332
4.39999, 0.233166, 0.466332, 0.233166, 0.466332
4.41998, 0.233166, 0.466332, 0.233166, 0.466332
4.43999, 0.233166, 0.466332, 0.233166, 0.466332
4.45999, 0.233166, 0.466332, 0.233166, 0.466332
4.47999, 0.233166, 0.466332, 0.233166, 0.466332
4.50003, 0.233166, 0.466332, 0.233166, 0.466332
4.51999, 0.574158, 0, 0.287079, 0.574158
4.53999, 0.574158, 0, 0.287079, 0.574158
4.56, 0.574158, 0, 0.287079, 0.574158
4.57998, 0.574158, 0, 0.287079, 0.574158
4.60002, 0.574158, 0, 0.287079, 0.574158
4.62, 0.574158, 0, 0.287079, 0.574158
4.64, 0.574158, 0, 0.287079, 0.574158
4.66004, 0.574158, 0, 0.287079, 0.574158
4.68014, 0.574158, 0, 0.287079, 0.574158
4.70002, 0.574158, 0, 0.287079, 0.574158
4.72002, 0.574158, 0, 0.287079, 0.574158
4.74005, 0.574158, 0, 0.287079, 0.574158
4.76001, 0.574158, 0, 0.287079, 0.574158
4.78002, 0.466161, 0.466161, 0, 0.466161
4.80001, 0.466161, 0.466161, 0, 0.466161
4.82, 0.466161, 0.466161, 0, 0.466161
4.84005, 0.466161, 0.466161, 0, 0.466161
4.86003, 0.466161, 0.466161, 0, 0.466161
4.88004, 0.466161, 0.466161, 0, 0.466161
4.9, 0.466161, 0.466161, 0, 0.466161
4.91999, 0.466161, 0.466161, 0, 0.466161
4.94003, 0.466161, 0.466161, 0, 0.466161
4.95999, 0.466161, 0.466161, 0, 0.466161
4.98001, 0.466161, 0.466161, 0, 0.466161
5.00003, 0.466161, 0.466161, 0, 0.466161
5.01999, 0.466161, 0.466161, 0, 0.466161
5.03999, 0.466487, 0.466487, 0.466487, 0.466487
5.06, 0.466487, 0.466487, 0.466487, 0.466487
5.08001, 0.466487, 0.466487, 0.466487, 0.466487
5.09999, 0.466487, 0.466487, 0.466487, 0.466487
5.12001, 0.466487, 0.466487, 0.466487, 0.466487
5.13998, 0.466487, 0.466487, 0.466487, 0.466487
5.15999, 0.466487, 0.466487, 0.466487, 0.466487
5.17999, 0.466487, 0.466487, 0.466487, 0.466487
5.19998, 0.466487, 0.466487, 0.466487, 0.466487
5.22001, 0.466487, 0.466487, 0.466487, 0.466487
5.24, 0.466487, 0.466487, 0.466487, 0.466487
5.26, 0.466487, 0.466487, 0.466487, 0.466487
5.28, 0.466487, 0.466487, 0.466487, 0.466487
5.29999, 0.466321, 0.466321, 0, 0.466321
5.32006, 0.466321, 0.466321, 0, 0.466321
5.33999, 0.466321, 0.466321, 0, 0.466321
5.36, 0.466321, 0.466321, 0, 0.466321
5.37999, 0.466321, 0.466321, 0, 0.466321
5.39999, 0.466321, 0.466321, 0, 0.466321
5.42003, 0.466321, 0.466321, 0, 0.466321
5.43999, 0.466321, 0.466321, 0, 0.466321
5.46001, 0.466321, 0.466321, 0, 0.466321
5.47999, 0.466321, 0.466321, 0, 0.466321
5.49999, 0.466321, 0.466321, 0, 0.466321
5.51998, 0.466321, 0.466321, 0, 0.466321
5.54007, 0.466388, 0.699582, 0.466388, 0.466388
5.55999, 0.466388, 0.699582, 0.466388, 0.466388
5.57998, 0.466388, 0.699582, 0.466388, 0.466388
5.60003, 0.466388, 0.699582, 0.466388, 0.466388
5.62004, 0.466388, 0.699582, 0.466388, 0.466388
5.64, 0.466388, 0.699582, 0.466388, 0.466388
5.66, 0.466388, 0.699582, 0.466388, 0.466388
5.68, 0.466388, 0.699582, 0.466388, 0.466388
5.69997, 0.466388, 0.699582, 0.466388, 0.466388
5.72003, 0.466388, 0.699582, 0.466388, 0.466388
5.73999, 0.466388, 0.699582, 0.466388, 0.466388
5.75999, 0.466388, 0.699582, 0.466388, 0.466388
5.77999, 0.466388, 0.699582, 0.466388, 0.466388
5.79999, 0.466319, 0.699479, 0, 0.466319
5.81998, 0.466319, 0.699479, 0, 0.466319
5.84004, 0.466319, 0.699479, 0, 0.466319
5.86014, 0.466319, 0.699479, 0, 0.466319
5.88, 0.466319, 0.699479, 0, 0.466319
5.9, 0.466319, 0.699479, 0, 0.466319
5.92, 0.466319, 0.699479, 0, 0.466319
5.94003, 0.466319, 0.699479, 0, 0.466319
5.95999, 0.466319, 0.699479, 0, 0.466319
5.98, 0.466319, 0.699479, 0, 0.466319
6, 0.466319, 0.699479, 0, 0.466319
6.01999, 0.466319, 0.699479, 0, 0.466319
6.04, 0.466319, 0.699479, 0, 0.466319
6.05999, 0.466343, 0.466343, 0.466343, 0.466343
6.08002, 0.466343, 0.466343, 0.466343, 0.466343
6.09998, 0.466343, 0.466343, 0.466343, 0.466343
6.12, 0.466343, 0.466343, 0.466343, 0.466343
6.14001, 0.466343, 0.466343, 0.466343, 0.466343
6.16, 0.466343, 0.466343, 0.466343, 0.466343
6.17998, 0.466343, 0.466343, 0.466343, 0.466343
6.2, 0.466343, 0.466343, 0.466343, 0.466343
6.22002, 0.466343, 0.466343, 0.466343, 0.466343
6.24005, 0.466343, 0.466343, 0.466343, 0.466343
6.26001, 0.466343, 0.466343, 0.466343, 0.466343
6.27999, 0.466343, 0.466343, 0.466343, 0.466343
6.29999, 0.466343, 0.466343, 0.466343, 0.466343
6.32001, 0.466288, 0.466288, 0, 0.699432
6.34001, 0.466288, 0.466288, 0, 0.699432
6.36003, 0.466288, 0.466288, 0, 0.699432
6.38, 0.466288, 0.466288, 0, 0.699432
6.39999, 0.466288, 0.466288, 0, 0.699432
6.41997, 0.466288, 0.466288, 0, 0.699432
6.43999, 0.466288, 0.466288, 0, 0.699432
6.45999, 0.466288, 0.466288, 0, 0.699432
6.47999, 0.466288, 0.466288, 0, 0.699432
6.49999, 0.466288, 0.466288, 0, 0.699432
6.52004, 0.466288, 0.466288, 0, 0.699432
6.54008, 0.466288, 0.466288, 0, 0.699432
6.56, 0.466288, 0.466288, 0, 0.699432
6.58, 0.466267, 0.466267, 0.466267, 0.6994
6.59999, 0.466267, 0.466267, 0.466267, 0.6994
6.62001, 0.466267, 0.466267, 0.466267, 0.6994
6.64002, 0.466267, 0.466267, 0.466267, 0.6994
6.66, 0.466267, 0.466267, 0.466267, 0.6994
6.67999, 0.466267, 0.466267, 0.466267, 0.6994
6.70004, 0.466267, 0.466267, 0.466267, 0.6994
6.72003, 0.466267, 0.466267, 0.466267, 0.6994
6.74002, 0.466267, 0.466267, 0.466267, 0.6994
6.76014, 0.466267, 0.466267, 0.466267, 0.6994
6.78004, 0.466267, 0.466267, 0.466267, 0.6994
6.79999, 0.466267, 0.466267, 0.466267, 0.6994
6.81999, 0.466525, 0.93305, 0, 0.466525
6.84015, 0.466525, 0.93305, 0, 0.466525
6.86006, 0.466525, 0.93305, 0, 0.466525
6.88009, 0.466525, 0.93305, 0, 0.466525
6.90003, 0.466525, 0.93305, 0, 0.466525
6.92, 0.466525, 0.93305, 0, 0.466525
6.94, 0.466525, 0.93305, 0, 0.466525
6.96, 0.466525, 0.93305, 0, 0.466525
6.97999, 0.466525, 0.93305, 0, 0.466525
7, 0.466525, 0.93305, 0, 0.466525
7.02, 0.466525, 0.93305, 0, 0.466525
7.03999, 0.466525, 0.93305, 0, 0.466525
7.06, 0.466525, 0.93305, 0, 0.466525
7.07999, 0.466336, 0.466336, 0.466336, 0.466336
7.09998, 0.466336, 0.466336, 0.466336, 0.466336
7.12002, 0.466336, 0.466336, 0.466336, 0.466336
7.14, 0.466336, 0.466336, 0.466336, 0.466336
7.16, 0.466336, 0.466336, 0.466336, 0.466336
7.18, 0.466336, 0.466336, 0.466336, 0.466336
7.2, 0.466336, 0.466336, 0.466336, 0.466336
7.21999, 0.466336, 0.466336, 0.466336, 0.466336
7.23999, 0.466336, 0.466336, 0.466336, 0.466336
7.26, 0.466336, 0.466336, 0.466336, 0.466336
7.28, 0.466336, 0.466336, 0.466336, 0.466336
7.29999, 0.466336, 0.466336, 0.466336, 0.466336
7.32, 0.466336, 0.466336, 0.466336, 0.466336
7.33999, 0.699618, 0.466412, 0.466412, 0.932824
7.35998, 0.699618, 0.466412, 0.466412, 0.932824
7.38, 0.699618, 0.466412, 0.466412, 0.932824
7.39999, 0.699618, 0.466412, 0.466412, 0.932824
7.42, 0.699618, 0.466412, 0.466412, 0.932824
7.43998, 0.699618, 0.466412, 0.466412, 0.932824
7.46, 0.699618, 0.466412, 0.466412, 0.932824
7.47999, 0.699618, 0.466412, 0.466412, 0.932824
7.49999, 0.699618, 0.466412, 0.466412, 0.932824
7.52002, 0.699618, 0.466412, 0.466412, 0.932824
7.54002, 0.699618, 0.466412, 0.466412, 0.932824
7.56, 0.699618, 0.466412, 0.466412, 0.932824
7.58001, 0.699618, 0.466412, 0.466412, 0.932824
7.60001, 0.699435, 0.93258, 0, 0.46629
7.62002, 0.699435, 0.93258, 0, 0.46629
7.64001, 0.699435, 0.93258, 0, 0.46629
7.66, 0.699435, 0.93258, 0, 0.46629
7.68003, 0.699435, 0.93258, 0, 0.46629
7.70005, 0.699435, 0.93258, 0, 0.46629
7.72005, 0.699435, 0.93258, 0, 0.46629
7.74001, 0.699435, 0.93258, 0, 0.46629
7.75997, 0.699435, 0.93258, 0, 0.46629
7.78, 0.699435, 0.93258, 0, 0.46629
7.8, 0.699435, 0.93258, 0, 0.46629
7.82, 0.699435, 0.93258, 0, 0.46629
7.84004, 0.699435, 0.93258, 0, 0.46629
7.86004, 0.465536, 0.465536, 0.465536, 0.698304
7.88005, 0.465536, 0.465536, 0.465536, 0.698304
7.89999, 0.465536, 0.465536, 0.465536, 0.698304
7.91999, 0.465536, 0.465536, 0.465536, 0.698304
7.94001, 0.465536, 0.465536, 0.465536, 0.698304
7.96001, 0.465536, 0.465536, 0.465536, 0.698304
7.97999, 0.465536, 0.465536, 0.465536, 0.698304
7.99999, 0.465536, 0.465536, 0.465536, 0.698304
8.01999, 0.465536, 0.465536, 0.465536, 0.698304
8.04, 0.465536, 0.465536, 0.465536, 0.698304
8.05999, 0.575383, 0.575383, 0, 0.863075
8.07998, 0.575383, 0.575383, 0, 0.863075
8.09999, 0.575383, 0.575383, 0, 0.863075
8.12004, 0.575383, 0.575383, 0, 0.863075
8.14, 0.575383, 0.575383, 0, 0.863075
8.16003, 0.575383, 0.575383, 0, 0.863075
8.17999, 0.575383, 0.575383, 0, 0.863075
8.19999, 0.575383, 0.575383, 0, 0.863075
8.22, 0.575383, 0.575383, 0, 0.863075
8.24003, 0.575383, 0.575383, 0, 0.863075
8.26004, 0.575383, 0.575383, 0, 0.863075
8.27999, 0.575383, 0.575383, 0, 0.863075
8.3, 0.575383, 0.575383, 0, 0.863075
8.32, 0.46617, 0.93234, 0.46617, 0.46617
8.34, 0.46617, 0.93234, 0.46617, 0.46617
8.36, 0.46617, 0.93234, 0.46617, 0.46617
8.37999, 0.46617, 0.93234, 0.46617, 0.46617
8.4, 0.46617, 0.93234, 0.46617, 0.46617
8.41996, 0.46617, 0.93234, 0.46617, 0.46617
8.43999, 0.46617, 0.93234, 0.46617, 0.46617
8.45998, 0.46617, 0.93234, 0.46617, 0.46617
8.47999, 0.46617, 0.93234, 0.46617, 0.46617
8.50004, 0.46617, 0.93234, 0.46617, 0.46617
8.51999, 0.46617, 0.93234, 0.46617, 0.46617
8.53999, 0.46617, 0.93234, 0.46617, 0.46617
8.56, 0.46617, 0.93234, 0.46617, 0.46617
8.57999, 0.466461, 0.466461, 0.466461, 0.466461
8.59998, 0.466461, 0.466461, 0.466461, 0.466461
8.62002, 0.466461, 0.466461, 0.466461, 0.466461
